,dates,Class M,Class S,Class I,Class P,Policy Passed,Conflict Indicator
3150,2006,1,0,0,0,1,0
3151,1995,1,0,0,1,0,1
3152,1995,1,0,0,0,0,0
3153,2009,1,0,0,0,0,1
3154,1995,1,0,0,0,0,0
3155,2006,1,0,0,0,0,0
3156,2013,1,0,0,0,0,1
3157,2001,1,0,0,0,1,0
3158,1996,1,0,0,0,1,1
3159,2004,1,0,0,0,0,1
3160,2005,1,0,0,0,0,1
3161,2010,1,0,0,0,0,0
3162,2015,1,0,0,0,0,1
3163,2019,1,0,1,0,0,1
3164,2017,1,0,0,0,0,0
3165,2019,1,2,0,0,0,1
3166,2008,1,0,0,0,1,0
3167,1999,1,0,0,0,0,1
3168,1997,1,0,0,0,1,0
3169,2019,1,0,0,0,1,0
3170,2007,1,0,0,0,0,0
3171,1997,1,0,0,0,0,0
3172,2012,1,0,0,0,0,1
3173,2016,1,0,0,0,1,0
3174,1994,1,0,0,0,1,1
3175,2018,1,0,0,0,0,1
3176,2017,1,0,0,0,1,0
3177,2002,1,0,0,0,1,1
3178,2005,1,0,0,0,1,0
3179,2006,0,0,0,0,0,0
3180,2002,0,0,0,0,0,0
3181,2000,1,0,0,0,0,1
3182,1994,1,0,0,0,0,0
3183,2004,1,0,0,0,1,0
3184,2018,1,0,0,0,0,1
3185,2003,1,0,0,0,0,1
3186,2015,1,2,0,0,0,1
3187,2018,1,0,0,0,1,0
3188,2005,1,0,0,0,1,0
3189,2007,1,0,1,0,0,1
3190,2001,1,0,0,0,1,1
3191,2007,1,0,1,0,0,1
3192,1998,1,0,0,0,1,0
3193,2001,1,0,0,0,1,0
3194,2012,1,0,0,0,0,1
3195,2011,1,0,0,0,0,1
3196,2011,1,0,0,0,0,1
3197,2006,1,0,0,1,0,1
3198,2001,0,0,0,0,0,0
3199,2006,1,0,0,0,0,0
3200,2008,1,0,0,0,1,0
3201,2000,1,0,0,0,1,0
3202,2012,1,0,0,0,0,1
3203,2019,1,0,0,0,0,0
3204,2011,1,0,0,0,0,0
3205,2003,0,0,0,0,0,0
3206,1999,1,0,0,1,0,1
3207,2015,1,1,0,0,0,0
3208,2019,1,0,0,0,0,1
3209,1999,1,0,0,0,1,0
3210,2001,1,0,0,0,1,0
3211,2008,1,0,0,0,1,0
3212,1997,1,0,0,0,1,0
3213,2010,1,0,0,0,1,0
3214,2008,1,0,0,0,0,0
3215,2000,1,0,0,0,1,0
3216,2010,1,0,0,0,0,1
3217,2004,1,0,0,0,0,0
3218,2006,0,0,0,0,0,0
3219,2019,1,0,0,0,0,1
3220,2012,1,0,0,0,0,1
3221,2018,1,0,0,0,0,1
3222,2004,1,0,0,0,0,1
3223,2001,1,0,0,0,0,1
3224,2001,1,0,0,0,0,1
3225,2019,1,0,0,0,0,1
3226,2006,1,0,0,0,1,1
3227,2011,1,0,0,0,0,1
3228,2007,1,0,0,0,0,0
3229,2008,1,0,0,0,0,1
3230,2012,1,0,0,0,0,1
3231,2010,1,1,0,0,1,1
3232,2016,1,0,0,0,0,0
3233,2002,1,0,0,0,1,0
3234,2001,1,0,0,0,0,0
3235,2006,1,0,0,0,1,0
3236,1995,1,0,1,1,1,1
3237,2008,1,0,0,0,0,0
3238,2018,1,0,0,0,0,1
3239,2008,1,0,0,0,1,1
3240,2017,1,0,0,0,1,1
3241,2004,1,0,0,0,0,0
3242,2006,1,0,0,0,1,0
3243,2008,1,0,0,0,1,0
3244,2017,1,0,0,0,1,0
3245,2008,1,0,0,1,0,1
3246,2015,1,0,0,0,0,1
3247,2013,1,0,0,0,0,1
3248,2007,1,0,0,0,0,0
3249,2004,0,0,0,0,0,1
3250,2019,1,0,0,0,0,1
3251,2009,1,1,0,0,0,1
3252,2015,1,0,0,0,0,1
3253,2017,1,0,0,0,0,0
3254,2015,1,0,0,0,0,1
3255,2006,1,0,0,0,0,0
3256,2005,0,0,0,0,0,1
3257,1994,1,0,0,0,1,1
3258,2011,1,0,0,0,0,1
3259,2015,1,0,0,0,1,1
3260,2018,1,0,0,0,0,1
3261,2012,1,0,0,0,0,1
3262,2019,1,0,0,0,0,1
3263,1999,1,0,0,1,0,0
3264,2007,1,0,0,0,0,0
3265,2014,1,0,0,0,0,1
3266,2010,1,0,0,1,0,1
3267,2009,1,0,0,0,1,0
3268,2018,1,0,0,0,1,0
3269,1994,1,0,0,0,1,0
3270,2001,1,0,0,0,0,1
3271,2009,1,0,0,0,0,0
3272,2010,1,0,0,0,1,0
3273,2011,1,0,0,0,0,0
3274,2019,2,0,0,0,0,1
3275,2019,1,0,0,0,0,1
3276,2006,1,0,0,0,0,0
3277,2001,0,0,0,0,0,1
3278,2001,0,0,0,0,0,0
3279,2009,0,0,0,0,0,1
3280,2012,1,0,1,1,0,1
3281,1994,1,0,0,0,0,0
3282,1999,1,0,0,0,1,0
3283,2018,2,0,1,0,0,1
3284,2006,1,0,0,0,0,0
3285,2002,1,0,0,0,1,0
3286,2002,1,0,0,0,0,1
3287,2014,1,1,0,0,0,1
3288,2006,1,0,0,0,0,1
3289,1996,1,0,0,0,0,0
3290,1999,1,0,0,0,0,0
3291,1998,1,0,0,0,1,0
3292,2012,1,0,0,0,0,1
3293,2002,1,0,0,0,0,0
3294,2018,1,0,0,0,0,1
3295,2019,1,0,0,0,0,1
3296,2003,1,2,0,0,0,1
3297,2003,1,0,0,0,0,0
3298,2012,1,0,0,1,0,1
3299,2017,1,0,0,0,1,0
3300,2008,1,0,0,0,0,0
3301,2016,1,0,0,0,0,1
3302,2009,1,0,0,0,1,0
3303,2012,1,0,0,0,0,0
3304,2014,1,0,0,0,0,0
3305,2015,1,0,1,0,0,1
3306,2001,1,0,0,0,0,0
3307,2002,1,0,0,0,0,0
3308,2008,1,0,0,0,0,0
3309,1998,1,0,0,0,1,0
3310,2004,1,0,0,0,0,0
3311,2008,1,0,0,1,0,0
3312,2014,1,0,0,0,0,0
3313,2003,1,0,0,0,0,0
3314,2003,0,0,0,0,0,0
3315,2019,1,0,0,0,0,1
3316,2008,1,0,1,0,0,1
3317,1997,1,0,0,0,1,0
3318,2012,0,0,0,0,0,1
3319,2017,1,0,0,0,0,1
3320,2007,1,0,0,0,1,1
3321,2005,1,0,1,0,0,1
3322,2004,0,0,0,0,0,0
3323,2011,1,0,0,0,0,1
3324,1994,1,0,0,0,0,1
3325,2009,1,0,0,0,0,1
3326,2019,1,0,0,0,0,1
3327,2005,1,0,0,0,0,0
3328,2009,1,0,0,0,0,1
3329,2003,1,0,0,0,0,1
3330,2017,1,0,0,0,0,1
3331,2010,1,0,0,0,0,1
3332,2005,1,0,0,0,0,0
3333,2003,1,0,0,0,0,1
3334,2019,1,0,0,0,0,1
3335,2007,0,0,0,0,0,1
3336,2006,1,0,0,0,0,1
3337,2015,1,0,0,0,1,0
3338,2001,1,0,1,1,0,1
3339,2010,1,0,0,0,0,1
3340,2014,1,0,0,0,0,0
3341,2004,0,0,0,0,0,1
3342,2003,1,0,0,0,0,0
3343,2015,1,0,0,0,1,1
3344,2002,1,0,0,0,0,1
3345,1995,1,0,0,0,1,1
3346,2008,0,0,0,0,0,0
3347,2005,1,0,0,0,1,0
3348,1997,1,0,0,0,0,0
3349,1995,1,0,0,0,1,0
3350,2003,1,0,0,0,1,0
3351,1994,1,0,0,0,0,0
3352,2007,0,0,0,0,0,0
3353,2018,1,0,0,0,0,1
3354,2013,1,0,0,0,0,0
3355,2008,1,0,0,0,1,0
3356,2003,1,0,0,0,0,1
3357,2015,1,0,0,1,0,0
3358,2015,1,0,0,0,0,1
3359,2011,1,0,0,0,1,1
3360,2017,1,0,0,0,0,1
3361,2000,1,0,0,0,0,0
3362,2010,1,0,0,0,0,0
3363,1999,1,0,0,0,1,0
3364,1994,1,0,0,0,1,0
3365,2011,1,0,0,1,1,1
3366,2010,1,0,0,0,0,1
3367,2008,1,0,0,0,1,1
3368,2012,1,0,0,0,1,0
3369,2007,1,0,0,0,0,0
3370,2006,1,0,0,1,0,1
3371,2014,1,0,0,0,0,1
3372,2002,1,0,0,0,0,0
3373,2015,1,0,0,0,0,0
3374,2019,1,0,0,0,0,0
3375,2019,1,0,0,0,0,1
3376,2019,1,0,0,0,1,1
3377,2007,1,0,0,0,0,1
3378,2019,1,0,0,1,0,1
3379,2001,1,0,0,0,0,1
3380,2010,1,0,0,1,0,0
3381,1997,1,0,0,1,1,1
3382,2003,1,0,0,0,1,1
3383,2008,1,0,0,0,1,1
3384,2007,1,0,0,0,0,1
3385,2005,1,0,0,0,1,0
3386,2004,1,0,0,0,0,0
3387,2015,1,0,0,0,1,0
3388,1994,1,0,0,0,0,1
3389,2009,1,0,0,0,0,0
3390,2016,1,0,0,0,1,1
3391,1999,1,0,0,0,1,1
3392,2004,1,0,0,0,0,0
3393,2011,1,1,0,1,0,1
3394,1995,1,0,0,0,0,0
3395,2012,1,0,0,0,1,0
3396,2009,0,0,0,0,0,1
3397,2009,1,0,0,0,0,0
3398,2008,1,0,0,0,0,0
3399,2012,1,0,0,0,0,0
3400,2018,1,0,1,0,0,1
3401,2016,1,0,0,0,1,1
3402,2002,1,0,0,0,1,0
3403,2001,1,0,0,0,0,0
3404,2019,1,0,0,0,0,1
3405,2008,1,0,0,0,1,0
3406,2003,1,0,0,0,1,0
3407,2002,1,0,0,1,0,1
3408,2016,1,0,0,0,0,1
3409,1997,1,0,0,0,0,0
3410,2011,1,0,0,0,0,1
3411,2003,1,0,0,0,0,1
3412,2017,1,0,0,0,0,1
3413,2002,1,0,0,0,1,0
3414,2012,1,0,0,0,0,1
3415,2008,1,0,0,0,1,1
3416,2013,1,0,0,0,0,0
3417,2014,1,0,0,0,0,1
3418,2017,1,1,0,0,0,1
3419,2010,1,0,0,0,1,0
3420,2017,1,0,0,0,0,1
3421,1998,1,0,0,0,1,0
3422,2015,1,0,0,0,0,0
3423,2019,1,0,0,0,0,1
3424,2000,1,4,0,0,0,1
3425,1995,1,0,0,0,0,0
3426,1999,1,1,0,0,1,1
3427,2012,1,0,0,0,0,1
3428,2015,1,1,0,0,0,1
3429,2013,1,0,0,0,0,0
3430,2015,1,0,0,0,1,1
3431,2006,1,0,0,0,1,0
3432,2004,1,0,0,1,0,1
3433,2016,1,0,0,0,0,1
3434,2011,0,0,0,0,0,1
3435,2019,1,0,0,0,0,1
3436,1997,1,0,0,0,1,0
3437,1997,1,0,0,0,0,0
3438,2018,1,0,0,0,1,1
3439,2001,1,0,0,0,1,0
3440,1994,1,1,0,0,1,0
3441,2019,1,0,0,0,1,0
3442,2007,1,0,0,0,0,0
3443,2000,1,0,0,0,0,1
3444,2019,1,0,0,0,0,1
3445,2002,1,0,0,0,0,0
3446,2004,1,0,0,0,1,1
3447,2012,1,0,0,0,0,1
3448,2011,1,0,0,1,0,1
3449,2014,1,0,0,0,0,0
3450,2006,1,0,0,0,1,1
3451,2006,1,0,0,0,0,1
3452,2010,1,0,0,0,0,0
3453,2004,0,0,0,0,0,0
3454,2014,1,0,0,0,0,1
3455,2006,1,0,0,0,0,1
3456,1999,1,0,0,0,1,0
3457,2007,1,0,0,0,0,0
3458,2013,1,0,0,0,1,0
3459,1998,1,0,0,0,1,0
3460,1994,1,0,0,0,0,1
3461,2005,1,0,0,0,0,0
3462,2013,1,0,0,0,0,1
3463,2000,1,0,0,0,1,1
3464,2009,1,0,0,0,0,1
3465,2006,1,0,0,0,0,0
3466,2015,1,0,0,0,0,1
3467,2016,1,0,0,0,0,1
3468,2018,1,0,1,0,0,1
3469,2003,1,0,0,1,0,1
3470,2002,0,0,0,0,0,0
3471,1994,1,0,0,0,1,0
3472,2002,1,0,0,0,0,1
3473,2012,1,0,0,0,0,1
3474,2018,1,0,1,0,0,0
3475,2010,1,0,0,0,0,1
3476,1995,1,0,0,0,1,0
3477,2011,1,0,0,0,0,0
3478,1997,1,0,0,0,0,1
3479,2014,1,0,0,0,1,0
3480,2014,1,0,0,0,1,1
3481,2003,1,0,0,0,0,0
3482,2012,1,0,1,0,0,1
3483,2015,1,0,0,0,0,1
3484,2008,1,0,0,0,0,0
3485,2011,1,0,0,0,1,0
3486,1996,1,0,0,0,1,1
3487,2003,1,0,1,0,1,0
3488,2006,1,0,0,0,1,0
3489,2006,1,0,0,0,0,1
3490,2004,1,0,0,0,1,0
3491,2017,1,0,0,0,0,1
3492,1997,1,0,0,0,0,0
3493,2013,1,0,0,0,0,0
3494,1995,1,0,0,0,1,0
3495,1999,1,0,0,0,0,0
3496,2003,1,0,0,0,1,0
3497,2008,1,0,0,0,0,0
3498,2002,1,0,1,0,0,1
3499,2012,1,0,0,0,0,1
3500,2017,1,0,0,0,0,0
3501,2004,1,0,0,0,1,1
3502,1998,1,1,0,0,1,1
3503,2005,1,0,0,0,1,0
3504,2010,1,0,0,0,0,1
3505,2016,1,0,0,0,0,1
3506,1996,1,0,0,0,1,0
3507,1997,1,0,0,1,0,1
3508,2004,1,0,0,0,1,1
3509,2002,1,0,0,0,1,0
3510,2012,1,0,0,0,1,1
3511,1995,1,1,0,0,1,1
3512,2008,1,0,0,0,1,1
3513,2013,1,0,0,0,1,0
3514,2006,1,0,0,0,0,0
3515,1997,1,0,0,0,0,0
3516,2009,1,0,0,0,0,0
3517,2017,1,0,0,0,0,1
3518,2009,1,0,0,0,0,1
3519,2019,1,0,0,0,0,1
3520,1994,1,0,0,0,0,0
3521,2008,1,0,0,0,1,0
3522,2019,1,1,0,0,0,1
3523,2001,0,0,0,0,0,0
3524,2013,1,0,0,0,1,1
3525,2014,1,0,0,0,0,0
3526,2014,1,0,0,0,0,1
3527,2001,1,0,0,1,0,1
3528,1994,1,0,0,0,1,1
3529,1997,1,0,0,0,1,1
3530,2004,1,0,0,0,1,0
3531,2018,1,1,0,0,1,1
3532,2018,1,0,0,0,1,0
3533,2013,1,0,0,0,1,0
3534,2011,1,0,0,0,1,0
3535,2017,1,0,0,0,0,0
3536,2005,0,0,0,0,0,0
3537,1996,1,0,0,0,0,0
3538,2005,1,0,0,0,0,1
3539,2003,1,0,0,0,0,1
3540,2018,1,0,0,0,0,1
3541,2000,1,0,0,0,0,1
3542,1996,1,0,0,0,0,0
3543,2006,1,0,0,0,1,1
3544,2009,0,0,0,0,0,0
3545,2014,1,0,0,0,0,0
3546,1996,1,0,0,0,0,0
3547,2004,1,0,0,0,0,1
3548,2018,1,0,0,1,0,1
3549,2011,1,0,0,0,0,1
3550,2001,1,0,0,1,0,1
3551,2002,1,0,0,0,1,0
3552,2008,1,0,0,0,0,1
3553,2001,1,0,0,0,0,1
3554,2005,0,0,0,0,0,1
3555,2006,1,0,0,0,0,0
3556,2015,1,0,1,0,0,1
3557,2005,1,0,0,0,1,0
3558,2009,1,0,0,1,0,1
3559,2005,1,0,0,0,0,0
3560,2014,1,0,0,0,0,1
3561,1996,1,0,0,0,0,0
3562,2018,1,0,0,0,0,0
3563,2005,1,0,0,0,1,0
3564,2017,1,0,0,0,1,1
3565,2016,1,0,0,0,1,0
3566,2007,0,0,0,0,0,0
3567,2000,1,0,0,0,1,0
3568,2018,1,0,0,0,1,1
3569,2017,1,0,0,0,1,1
3570,2014,1,0,0,0,0,1
3571,2007,1,0,0,0,1,0
3572,1995,1,0,0,0,1,0
3573,2017,1,0,0,0,1,0
3574,2017,1,0,0,0,0,1
3575,2008,1,0,0,0,1,0
3576,1999,1,0,0,0,0,1
3577,2002,0,0,0,0,0,1
3578,2015,1,0,0,0,0,1
3579,2010,1,2,1,1,0,1
3580,1994,1,0,0,0,0,1
3581,2003,1,0,0,0,0,0
3582,2002,1,0,1,0,0,1
3583,1994,1,0,0,0,0,1
3584,2010,0,0,0,0,0,0
3585,2008,1,0,0,0,0,1
3586,2012,1,0,0,0,0,1
3587,2009,1,0,0,1,1,1
3588,2011,1,0,0,0,1,0
3589,2000,1,0,0,0,0,1
3590,2002,1,0,0,0,1,0
3591,2016,1,0,0,0,1,0
3592,2008,1,0,1,0,0,1
3593,2017,1,0,0,0,0,1
3594,2010,1,0,0,0,0,0
3595,2006,1,0,0,0,1,0
3596,2010,1,0,0,0,0,1
3597,2017,1,0,0,0,0,0
3598,2008,1,0,0,0,0,0
3599,2004,1,0,0,0,0,0
3600,1998,1,0,0,0,1,0
3601,2004,1,0,0,1,0,1
3602,2018,1,0,0,0,1,0
3603,2015,1,0,0,0,1,1
3604,2017,1,0,0,0,0,0
3605,2006,1,0,0,0,1,0
3606,2011,1,0,0,0,1,1
3607,1994,1,0,0,0,0,0
3608,2013,1,0,0,0,1,0
3609,2003,1,0,0,0,0,1
3610,2015,1,0,0,0,1,0
3611,2013,1,0,0,0,1,1
3612,2012,1,0,0,0,1,0
3613,2003,1,0,0,0,0,1
3614,2004,1,0,0,0,0,0
3615,2018,1,0,1,0,0,1
3616,2003,1,0,0,0,1,0
3617,2000,1,0,0,0,0,0
3618,2002,0,0,0,0,0,1
3619,2003,1,0,0,0,0,1
3620,1996,1,0,0,0,0,0
3621,2012,1,0,0,0,0,1
3622,2018,1,0,0,0,1,1
3623,1997,1,0,0,0,0,1
3624,1998,1,0,0,0,0,1
3625,2011,1,0,0,0,0,0
3626,2006,1,0,0,1,0,1
3627,2006,0,0,0,0,0,1
3628,2009,1,0,0,0,0,1
3629,2011,1,0,0,0,0,0
3630,2016,1,0,0,0,0,1
3631,2005,1,0,0,0,0,1
3632,2010,0,0,0,0,0,1
3633,2017,1,0,0,0,0,1
3634,2017,1,0,0,0,1,1
3635,2009,1,0,0,0,1,1
3636,2000,1,0,0,0,0,0
3637,2018,1,0,0,0,0,1
3638,2005,1,0,0,0,1,1
3639,2009,1,0,0,0,0,0
3640,1996,1,0,0,0,0,0
3641,2017,1,0,0,0,0,0
3642,2000,1,0,0,0,0,0
3643,2005,1,0,0,0,1,0
3644,2018,1,0,0,0,0,1
3645,2016,1,0,0,0,0,1
3646,2001,1,0,0,0,0,1
3647,2018,1,0,0,0,0,1
3648,2011,1,0,0,0,1,0
3649,2017,1,0,0,0,0,0
3650,2003,0,0,0,0,0,0
3651,2016,1,0,0,0,0,0
3652,2012,1,0,0,0,0,1
3653,2006,1,0,0,0,0,0
3654,2017,1,0,0,0,1,1
3655,2010,0,0,0,0,0,0
3656,2014,1,0,0,0,0,1
3657,1994,1,0,0,0,0,0
3658,2009,1,0,0,0,0,1
3659,2016,1,0,0,0,0,1
3660,2011,1,0,0,0,0,0
3661,2009,1,0,0,0,0,1
3662,1998,1,0,0,0,1,1
3663,2016,1,0,0,0,0,1
3664,2012,1,0,0,0,0,1
3665,2005,1,0,0,0,1,0
3666,2018,1,1,0,0,0,0
3667,2001,1,0,0,0,0,1
3668,2018,1,0,0,0,0,1
3669,2007,0,0,0,0,0,0
3670,2019,1,0,0,0,0,1
3671,2016,1,0,0,0,0,1
3672,2010,1,0,0,0,0,1
3673,2006,1,0,0,0,1,0
3674,2017,1,0,0,0,0,1
3675,2011,1,0,0,0,0,0
3676,1998,1,0,0,1,0,1
3677,2007,1,0,0,0,0,0
3678,2004,0,0,0,0,0,1
3679,2002,1,0,0,0,0,0
3680,2018,1,0,0,0,0,0
3681,2014,1,0,0,0,0,1
3682,1995,1,1,0,1,1,1
3683,2004,1,1,0,0,1,1
3684,1997,1,0,0,0,0,0
3685,2001,1,0,1,0,0,1
3686,2001,1,0,0,0,0,1
3687,2012,1,0,0,0,0,0
3688,2010,1,0,0,0,0,1
3689,2008,1,0,0,0,0,0
3690,2017,1,0,0,0,0,0
3691,1994,1,0,0,0,1,0
3692,2015,1,0,0,0,0,1
3693,2011,1,0,0,0,0,0
3694,2003,1,0,0,0,0,1
3695,2008,1,0,0,0,1,0
3696,2009,1,0,0,0,0,1
3697,2007,1,0,0,0,0,1
3698,2004,1,0,0,0,1,1
3699,2019,1,0,0,0,0,1
3700,1998,1,0,0,0,1,0
3701,2000,1,0,0,0,1,0
3702,2013,1,0,0,0,0,0
3703,2009,1,0,0,0,0,0
3704,2017,1,0,0,0,0,1
3705,2008,1,0,0,0,0,1
3706,2003,1,0,0,0,0,0
3707,2011,1,0,0,0,0,0
3708,2005,1,0,0,0,0,0
3709,2017,1,0,0,0,0,1
3710,2010,0,0,0,0,0,0
3711,2014,1,0,0,0,1,1
3712,2019,1,0,0,0,1,0
3713,2019,1,0,0,0,0,1
3714,2001,0,0,0,0,0,0
3715,2002,1,0,0,0,1,0
3716,2003,1,0,0,0,1,0
3717,2007,0,0,0,0,0,0
3718,2003,1,0,0,0,0,1
3719,2011,1,0,0,0,0,1
3720,2009,1,0,0,0,0,1
3721,2017,1,0,0,0,0,1
3722,2017,1,0,0,0,0,0
3723,2005,0,0,0,0,0,1
3724,1997,1,0,0,0,1,0
3725,2008,1,0,0,0,0,1
3726,2006,0,0,0,0,0,0
3727,2008,1,0,0,0,0,0
3728,2004,1,0,0,0,0,1
3729,2010,1,0,0,0,0,0
3730,2012,1,0,0,0,1,0
3731,2014,1,0,0,0,0,0
3732,2002,1,0,0,0,1,0
3733,2007,1,0,0,0,1,0
3734,2012,1,0,0,0,0,1
3735,2019,1,0,0,0,0,0
3736,2015,1,3,0,0,0,1
3737,1994,1,0,0,0,0,0
3738,2006,1,0,0,0,1,0
3739,2012,1,0,0,0,1,1
3740,1996,1,0,0,0,1,1
3741,1995,1,0,0,0,1,1
3742,2008,1,0,0,0,0,1
3743,1994,1,0,0,0,0,0
3744,2008,1,0,0,0,1,0
3745,2012,1,0,0,0,0,0
3746,2018,1,1,0,0,1,1
3747,2000,1,0,0,0,1,0
3748,2017,1,0,0,0,0,1
3749,2008,1,0,0,0,0,0
3750,2018,1,1,0,0,0,1
3751,2012,1,0,0,0,0,0
3752,2003,1,0,0,0,0,0
3753,1999,1,0,0,0,1,0
3754,2010,1,0,0,0,0,0
3755,2018,1,0,0,0,1,1
3756,2015,1,0,0,0,0,0
3757,2015,1,0,0,0,0,1
3758,2017,1,0,0,0,0,1
3759,2000,0,0,0,0,0,0
3760,2003,1,0,0,0,0,1
3761,2017,1,1,0,0,0,0
3762,2019,1,0,0,0,0,1
3763,2014,1,0,0,0,1,1
3764,2015,1,0,0,0,0,1
3765,2004,1,0,0,1,0,1
3766,2001,1,0,0,0,0,1
3767,2004,1,0,0,0,0,0
3768,2014,1,0,0,0,0,0
3769,2013,1,0,0,0,0,0
3770,2016,1,0,0,0,1,1
3771,2004,0,0,0,0,0,0
3772,2016,1,0,0,0,0,0
3773,2018,1,0,2,0,0,1
3774,2000,1,0,0,0,1,1
3775,2002,1,0,0,0,0,0
3776,2018,1,0,0,0,0,1
3777,2019,1,0,0,0,1,1
3778,2005,1,0,0,0,0,1
3779,2005,1,4,0,0,0,1
3780,2006,0,0,0,0,0,1
3781,2015,1,0,0,0,0,1
3782,2001,1,1,0,1,0,1
3783,2017,1,0,0,0,0,0
3784,2003,1,0,0,0,1,0
3785,2006,1,0,0,0,1,0
3786,2009,1,0,0,0,1,0
3787,2005,1,0,0,0,1,0
3788,2011,1,0,0,0,0,1
3789,2004,1,0,0,0,0,0
3790,2006,0,0,0,0,0,0
3791,2006,1,0,0,0,0,1
3792,2000,1,0,0,1,0,1
3793,2003,1,0,0,0,0,1
3794,2000,1,0,0,0,0,1
3795,2006,1,0,0,0,1,0
3796,2012,1,0,0,0,1,0
3797,2000,1,0,0,0,0,1
3798,2005,1,0,0,0,0,1
3799,2018,1,0,0,0,0,1
3800,2009,1,0,0,0,0,1
3801,2010,1,0,0,0,0,0
3802,2009,0,0,0,0,0,1
3803,2008,1,0,0,0,0,1
3804,2017,1,0,0,0,0,1
3805,2014,1,0,0,0,0,1
3806,2006,0,0,0,0,0,0
3807,2001,1,0,0,0,1,1
3808,2015,1,0,0,0,0,0
3809,2004,1,0,1,0,0,0
3810,2008,1,0,0,1,0,1
3811,2004,0,0,0,0,0,1
3812,2004,1,0,0,0,0,0
3813,2001,0,0,0,0,0,1
3814,2013,1,0,0,0,0,0
3815,2018,1,0,0,0,0,1
3816,2009,1,0,0,0,1,0
3817,2001,1,0,0,0,1,0
3818,2019,1,0,0,1,1,1
3819,1996,1,0,0,0,1,0
3820,2006,1,0,0,0,1,0
3821,1998,1,0,0,0,1,0
3822,2014,1,0,0,0,0,0
3823,2006,1,0,0,0,0,0
3824,2004,1,0,0,0,0,1
3825,1997,1,0,0,0,1,0
3826,2019,1,0,0,0,1,1
3827,2006,1,0,0,0,0,0
3828,2012,1,0,1,1,0,1
3829,1997,1,0,0,0,1,0
3830,2007,1,0,0,0,0,0
3831,2010,0,0,0,0,0,1
3832,2002,1,0,0,0,1,0
3833,2017,1,0,0,0,0,1
3834,2005,1,0,0,0,0,0
3835,2019,2,0,0,0,0,1
3836,2009,0,0,0,0,0,1
3837,2019,1,0,0,0,1,0
3838,2010,1,0,0,1,0,1
3839,2014,1,0,0,0,0,0
3840,2003,1,0,0,1,0,1
3841,2018,1,2,0,0,0,1
3842,2008,1,0,0,1,0,1
3843,2012,1,0,0,0,0,1
3844,2007,1,0,0,0,0,0
3845,2011,1,0,0,0,1,1
3846,2011,1,0,0,0,0,1
3847,2017,1,0,0,0,0,1
3848,2011,1,0,0,0,0,1
3849,1995,1,0,0,0,0,0
3850,2017,1,0,0,0,0,0
3851,2006,1,0,0,0,1,1
3852,2011,1,0,0,0,0,0
3853,1996,0,0,0,0,0,0
3854,2017,1,0,0,0,0,1
3855,2019,1,0,0,0,0,0
3856,2003,1,0,0,0,1,0
3857,2008,1,0,0,0,0,0
3858,2005,1,0,0,0,1,0
3859,2011,1,0,0,0,1,0
3860,2011,1,0,0,0,0,0
3861,1999,1,0,0,0,1,0
3862,2016,1,0,0,0,0,0
3863,2001,1,0,0,0,0,1
3864,2013,1,0,0,0,1,0
3865,2015,1,0,0,0,1,0
3866,2015,2,0,1,0,0,1
3867,2017,1,0,0,0,0,1
3868,2009,0,0,0,0,0,0
3869,2002,1,0,0,1,0,1
3870,2000,1,0,0,0,0,1
3871,2015,1,0,0,0,1,0
3872,2008,1,0,0,0,0,1
3873,2013,1,0,0,0,0,0
3874,2018,1,0,0,0,0,0
3875,2000,1,0,0,1,0,1
3876,1995,1,0,0,0,1,0
3877,2011,1,0,0,0,0,0
3878,2011,0,0,0,0,0,0
3879,2014,1,0,0,0,0,1
3880,2010,1,0,0,0,0,0
3881,2014,1,0,0,0,0,1
3882,1994,1,0,0,0,1,0
3883,2012,1,0,0,0,0,1
3884,2011,0,0,0,0,0,1
3885,2019,1,0,0,0,0,1
3886,2010,0,0,0,0,0,1
3887,2010,1,0,0,0,1,0
3888,2000,1,0,0,0,0,0
3889,2008,1,0,0,0,1,0
3890,2006,0,0,0,0,0,1
3891,2007,1,0,0,0,0,0
3892,2009,0,0,0,0,0,0
3893,1999,1,0,0,0,1,0
3894,2005,0,0,0,0,0,1
3895,2004,0,0,0,0,0,1
3896,2013,1,0,0,0,0,0
3897,2018,1,0,0,0,0,1
3898,2014,1,0,0,0,1,0
3899,2012,1,0,0,0,0,0
3900,1994,1,0,0,0,0,1
3901,2003,1,0,0,0,1,0
3902,2002,1,0,0,0,1,0
3903,2015,1,0,0,0,1,0
3904,1995,1,0,0,0,1,0
3905,1994,1,0,0,0,1,0
3906,2013,1,0,0,0,0,0
3907,2016,1,0,0,0,0,0
3908,2001,1,0,0,0,0,1
3909,1999,1,0,0,0,0,1
3910,2018,1,0,0,0,0,1
3911,2000,1,0,0,0,0,1
3912,2005,1,0,0,0,1,0
3913,2011,1,0,0,0,0,0
3914,2010,1,0,0,0,0,1
3915,2000,1,0,0,0,0,1
3916,2019,1,0,1,0,0,1
3917,1996,1,0,0,0,0,0
3918,2011,1,1,0,1,0,1
3919,1999,1,0,0,0,1,0
3920,2014,1,0,0,0,1,0
3921,2007,1,0,0,0,1,0
3922,2011,1,0,0,0,1,0
3923,2006,1,0,0,0,0,0
3924,2013,1,0,0,0,1,0
